Test_code,Description,Description_orig,Read_code,Sample_type,Units,dtUpdated,recordCount_ML,recordCount_preML,dtRecordCount,dtCreated,dtLastTest_ML,commonCode,commonCodeStatus,hb_extract,maxResult,minResult,frequency
SWV  ,VOLUME OF SWEAT COLLECTED               ,VOLUME OF SWEAT COLLECTED               ,4I47.,SW,uL,2012-03-02,517,NULL,2013-03-19,NULL,2012-11-21,NULL,NULL,T,100,0,534
SWV,Sweat volume,VOLUME OF SWEAT COLLECTED,4I47.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,100,0,534
TB6,VITAMIN B6                              ,VITAMIN B6                              ,42ZG.,B,% Activation,2012-03-02,24,5,2013-03-19,NULL,2012-10-09,VITAMIN B6,1,T,3220,0,50
TBG  ,THYROXINE-BINDING GLOB.                 ,THYROXINE-BINDING GLOB.                 ,4429,B,mg/L,2012-03-02,31,801,2013-03-19,NULL,2012-05-09,THYROGLOBULIN,1,T,660,0,842
TBG    *,THYROXINE BINDING GLOBULIN,THYROXINE BINDING GLOBULIN,NULL,NULL,NULL,2012-03-02,NULL,631,2012-03-02,NULL,NULL,THYROGLOBULIN,1,T,73,3,631
STON ,RENAL STONE                             ,RENAL STONE                             ,4G9..,ST,,2012-03-02,586,NULL,2013-03-19,NULL,2012-11-08,NULL,NULL,T,NULL,NULL,635
TBILI,SERUM UMOL/L (CODE 118),SERUM umol/L (CODE 118),NULL,S,NULL,2012-03-02,NULL,27524,2012-03-02,NULL,NULL,BILIRUBIN,1,T,782,0,27524
TC3I,NULL,NULL,NULL,NULL,NULL,2012-03-02,3,NULL,2013-03-19,NULL,2011-12-14,NULL,NULL,T,239,76,3
SVDP,NULL,NULL,NULL,NULL,NULL,2012-03-02,594,NULL,2013-03-19,NULL,2012-05-08,NULL,NULL,T,NULL,NULL,594
T3IN   *,T3 INDEX,T3 INDEX,NULL,NULL,NULL,2012-03-02,NULL,27,2012-03-02,NULL,NULL,TRIG,1,T,166,107,27
TA   ,VITAMIN A                               ,VITAMIN A                               ,44L5.,B,umol/L,2012-03-02,470,15,2013-03-19,NULL,2012-10-01,VITAMIN A,1,T,45,0.2,524
TA,Serum vitamin A,VITAMIN A,44L5.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,45,0.2,524
TCI,NULL,NULL,NULL,NULL,NULL,2012-03-02,3,NULL,2013-03-19,NULL,2011-12-14,NULL,NULL,T,139,25,3
TACROLIMUS,Tacrolimus,Tacrolimus,44uI.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,34,1,1053
TCAE ,CAERULOPLASMIN                          ,CAERULOPLASMIN                          ,44C5.,B,mg/L,2012-03-02,192,17,2012-03-07,NULL,2004-01-26,CAERULOPLASMIN,1,T,648,1,209
SCOM,Sweat chloride,COMMENT,4I44.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,527
SEL,PROTEIN SELECTIVITY                     ,PROTEIN SELECTIVITY                     ,44ZC.,,%,2012-03-02,1,56,2012-03-07,NULL,2007-01-08,PROTEIN,1,T,354,0,435
SEL,Selenium,Selenium,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,354,0,435
SEND,NULL,NULL,NULL,NULL,NULL,2012-03-02,6655,NULL,2013-03-19,NULL,2012-12-21,NULL,NULL,T,NULL,NULL,14873
SEND,Serum 17alphydroxyprogest lev,PLEASE ANALYSE FOR,448n.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,14873
SEND,Biochemical test,REFERRAL LABORATORY,44p..,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,14873
SIRO,SIROLIMUS,NULL,44uS.,B,ng/mL,2012-03-02,1132,NULL,2013-03-19,NULL,2012-12-19,NULL,NULL,T,40,2,1222
SIRO,Blood sirolimus level,SIROLIMUS,44uS.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,40,2,1222
SIS2 ,SIS STUDY (34 WEEKS)                    ,SIS STUDY (34 WEEKS)                    ,,B,,2012-03-02,361,NULL,2012-03-07,NULL,2001-08-03,STUDY,1,T,NULL,NULL,361
SITO,Plant Sterol Sitosterol,NULL,,B,umol/L,2012-03-02,21,NULL,2013-03-19,NULL,2012-09-18,NULL,NULL,T,24.2,0.9,27
TCR,TRACE CHROMIUM,TRACE CHROMIUM,NULL,NULL,NULL,2012-03-02,NULL,5,2012-03-02,NULL,NULL,NULL,NULL,T,0,0,5
TCLOM,TOTAL CLOMOMPRAMINE,TOTAL CLOMOMPRAMINE,NULL,NULL,NULL,2012-03-02,NULL,1,2012-03-02,NULL,NULL,NULL,NULL,T,470,470,1
TCRP,CRP (MICRONUTRIENT)                     ,CRP (MICRONUTRIENT)                     ,44CC.,B,mg/L,2012-03-02,101,5,2012-03-07,NULL,2001-08-31,NULL,NULL,T,74,0,106
TCU  ,PLASMA COPPER                           ,PLASMA COPPER                           ,44LJ.,B,umol/L,2012-03-02,484,25,2013-03-19,NULL,2012-12-03,COPPER,1,T,210,0,547
SO2       ,SO2,sO2,NULL,NULL,NULL,2012-03-02,NULL,4042,2012-03-02,NULL,NULL,NULL,NULL,T,99.9,0,4042
TCU,Plasma copper level,PLASMA COPPER,44LJ.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,210,0,547
TKLC,Kappa Light Chains (timed),Kappa Light Chains (timed),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,12192,0,36
SWDT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,56
TESC,TESTOSTERONE (extracted),NULL,4Q2E.,B,nmol/L,2012-03-02,703,NULL,2013-03-19,NULL,2012-11-13,TESTOSTERONE,1,T,11.6,0.3,732
TE   ,VITAMIN E                               ,VITAMIN E                               ,44LB.,B,umol/L,2012-03-02,470,14,2013-03-19,NULL,2012-10-01,VITAMIN E,1,T,89,1,520
TESC,Free testosterone level,TESTOSTERONE (extracted),4Q2E.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,11.6,0.3,732
TC_HDL,NULL,NULL,NULL,NULL,NULL,2012-03-02,NULL,65186,2012-03-02,NULL,NULL,NULL,NULL,T,71.6,1.3,65186
TE,Serum vitamin E,VITAMIN E,44LB.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,89,1,520
TGLOB,THYROGLOBULIN,THYROGLOBULIN,NULL,NULL,NULL,2012-03-02,NULL,1320,2012-03-02,NULL,NULL,THYROGLOBULIN,1,T,162000,0,1320
TFN,TRANSFERRIN,TRANSFERRIN,NULL,NULL,NULL,2012-03-02,NULL,8397,2012-03-02,NULL,NULL,TRANSFERRIN,1,T,7.5,0.38,8397
TES  ,TESTOSTERONE                            ,TESTOSTERONE                            ,4473,B,nmol/L,2012-03-02,484,411,2013-03-19,NULL,2013-02-11,TESTOSTERONE,1,T,250,0.3,20518
TESTOSTERONE,Testosterone,Testosterone,4473.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,164.5,0.3,3703
TGP,TRACE GSHP,TRACE GSHP,NULL,NULL,NULL,2012-03-02,NULL,5,2012-03-02,NULL,NULL,GSH,1,T,12,0,5
TES,Testosterone,Testosterone,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,250,0.3,20518
TG,NULL,NULL,NULL,NULL,mmol/L,NULL,51,NULL,2013-03-19,2013-03-19,2013-02-11,NULL,NULL,T,74.3,0.18,294168
THIO,THIOPENTONE                             ,THIOPENTONE                             ,46Q9.,B,mg/dL,2012-03-02,3,1,2012-03-07,NULL,2007-02-08,NULL,NULL,T,11.8,0.42,4
TH,Theophylline,Theophylline,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,300.6,5,55
TG,Triglyceride,Triglyceride,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,74.3,0.18,294168
TFAE,Faecal Collection Time,Faecal Collection Time,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,6
THYROX    ,(NINEWELLS DIABETES CLINIC ONLY),(Ninewells Diabetes Clinic Only),NULL,NULL,NULL,2012-03-02,NULL,80,2012-03-02,NULL,NULL,NULL,NULL,T,50,0,80
THYROID RECEPTOR ANTIBODIES,Thyroid Receptor Antibodies,Thyroid Receptor Antibodies,43Gu.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,26.9,0.9,76
THEOPHYLLINE,Theophylline,Theophylline,44Wl.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,281.4,5,444
THEO ,THEOPHYLLINE                            ,THEOPHYLLINE                            ,44Wl.,B,umol/L,2012-03-02,8417,4392,2013-03-19,NULL,2012-12-20,THEOPHYLLINE,1,T,606,0,14715
TITVOL,FAECAL FAT,FAECAL FAT,NULL,FA,NULL,2012-03-02,NULL,399,2012-03-02,NULL,NULL,FAT,1,T,221.7,0.8,399
THEO,Serum theophylline level,THEOPHYLLINE,44Wl.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,606,0,14715
TNB2 ,VITAMIN B2                              ,VITAMIN B2                              ,42ZF.,B,nmol/L,2012-03-02,257,13,2013-03-19,NULL,2012-09-10,VITAMIN B2,1,T,809,195,270
TIME ,COLLECTION PERIOD                       ,COLLECTION PERIOD                       ,,U,h,2012-03-02,11273,8,2013-03-19,NULL,2013-02-04,COLLECTION,1,T,4600,0,19335
TIME,Time of collection,Time of collection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,4600,0,19335
TLLC,Lambda Light Chains (timed),Lambda Light Chains (timed),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,998,0,36
THEO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,606,0,14715
THY,Thyroglobulin,Thyroglobulin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,1000,0.1,296
THYROGLOBULIN,Thyroglobulin,Thyroglobulin,442d.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,164.8,0.5,81
TMT  ,THIOPURINE METHYL TRANS.                ,THIOPURINE METHYL TRANS.                ,4Q95.,B,pmol/h/m,2012-03-02,1022,NULL,2012-03-07,NULL,2009-03-31,THIOPURINE METHYL TRANS,1,T,77,2,1021
TEMG,Temgesic,Temgesic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,1
TGLO ,THYROGLOBULIN                           ,THYROGLOBULIN                           ,442d.,B,ug/L,2012-03-02,2250,NULL,2013-03-19,NULL,2012-12-12,THYROGLOBULIN,1,T,15486,0.2,2632
TGLO,Serum thyroglobulin level,THYROGLOBULIN,442d.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,15486,0.2,2632
TGSH ,RED CELL GSH                            ,RED CELL GSH                            ,4Q96.,B,U/g Hb,2012-03-02,564,9,2012-03-07,NULL,2010-07-01,GSH,1,T,325,1,577
TIBC      ,TOTAL IRON BINDING CAPACITY,TOTAL IRON BINDING CAPACITY,NULL,NULL,NULL,2012-03-02,NULL,1345,2012-03-02,NULL,NULL,IRON,1,T,102.1,0,1345
TMG,TRACE MAGNESIUM,TRACE MAGNESIUM,NULL,NULL,NULL,2012-03-02,NULL,5,2012-03-02,NULL,NULL,MAGNESIUM,1,T,0.97,0,5
SPC       ,NULL,NULL,NULL,NULL,NULL,2012-03-02,NULL,3,2012-03-02,NULL,NULL,NULL,NULL,T,0,0,3
SST       ,STORED SERUM TEST,STORED SERUM TEST,NULL,S,NULL,2012-03-02,NULL,68,2012-03-02,NULL,NULL,NULL,NULL,T,0,0,1473
SST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0,0,1473
STANDARD BICARBONATE,Standard Bicarbonate,Standard Bicarbonate,44h3.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,57,1,22486
SWEAT SODIUM,Sweat Sodium,Sweat Sodium,4I45.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,38,5,62
T3,T3,T3,NULL,NULL,NULL,2012-03-02,NULL,19624,2012-03-02,NULL,NULL,TRIG,1,T,20,0.1,19624
TASE ,TRYPTASE                                ,TRYPTASE                                ,44Cm.,B,ug/L,2012-03-02,53,9,2012-03-07,NULL,2004-01-20,NULL,NULL,T,46.1,0,62
TCAER,TRACE CAERULOPLASMIN,TRACE CAERULOPLASMIN,NULL,NULL,NULL,2012-03-02,NULL,5,2012-03-02,NULL,NULL,CAERULOPLASMIN,1,T,240,0,5
TCII,NULL,NULL,NULL,NULL,NULL,2012-03-02,3,NULL,2013-03-19,NULL,2011-12-14,NULL,NULL,T,427,146,3
TEMP,NULL,NULL,NULL,NULL,NULL,2012-03-02,143,NULL,2012-03-07,NULL,2010-04-30,NULL,NULL,T,37.9,37,143
TOB,NULL,NULL,NULL,NULL,NULL,2012-03-02,1146,NULL,2013-03-19,NULL,2012-12-11,NULL,NULL,T,15.9,0.3,1353
TOB,Serum tobramycin level,TOBRAMYCIN,44Wd.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,15.9,0.3,1353
TOP,Topiramate,Topiramate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,14.7,5.8,3
TOPI ,TOPIRAMATE                              ,TOPIRAMATE                              ,44uC.,B,umol/L,2012-03-02,5,NULL,2012-03-07,NULL,2003-11-14,NULL,NULL,T,25,25,7
TOPIRAMATE,Topiramate,Topiramate,44uC.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,13.4,0.3,7
TOTPROT,NULL,NULL,NULL,NULL,NULL,2012-03-02,NULL,705,2012-03-02,NULL,NULL,NULL,NULL,T,104,4,705
TOTAL,TOTAL HYDROXYPROLINE,TOTAL HYDROXYPROLINE,NULL,NULL,NULL,2012-03-02,NULL,207,2012-03-02,NULL,NULL,NULL,NULL,T,489,0,207
TP        ,TOTAL PROTEIN,TOTAL PROTEIN,NULL,NULL,NULL,2012-03-02,179,41272,2013-03-19,NULL,2013-02-11,PROTEIN,1,T,175,0,1808823
TP,Protein (Total),Protein (Total),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PROTEIN,NULL,F,175,0,1808823
TEST ,TESTOSTERONE                            ,TESTOSTERONE                            ,4473,B,nmol/L,2012-03-02,42856,12420,2013-03-19,NULL,2012-12-21,TESTOSTERONE,1,T,105,0,63072
TPB,TRACE LEAD,TRACE LEAD,NULL,NULL,NULL,2012-03-02,NULL,2,2012-03-02,NULL,NULL,LEAD,1,T,17,16,2
TPI,NULL,NULL,NULL,NULL,ug/L,NULL,11856,NULL,2013-03-19,2013-03-19,2012-12-21,NULL,NULL,T,116,0.007,31189
TPI,Serum troponin I level,TROPONIN I,44MG.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,116,0.007,31189
TPMG,NULL,NULL,NULL,NULL,NULL,2012-03-02,1123,NULL,2013-03-19,NULL,2012-12-21,NULL,NULL,T,69,31,1746
TPMG,TPMT GENOTYPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,69,31,1746
TPMT,THIOPURINE METHYL TRANS.                ,THIOPURINE METHYL TRANS.                ,4Q95.,B,pmol/h/m,2012-03-02,1149,7,2013-03-19,NULL,2012-12-21,THIOPURINE METHYL TRANS,1,T,138,0,3221
TPMT,Thiopurine Methyl Transferase,Thiopurine Methyl Transferase,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,138,0,3221
TEST,Serum testosterone,TESTOSTERONE,4473.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,105,0,63072
TFN    *,TRANSFERRIN,TRANSFERRIN,NULL,NULL,NULL,2012-03-02,NULL,4260,2012-03-02,NULL,NULL,TRANSFERRIN,1,T,6.96,0.4,4260
TPP  ,VIT B6: PYRIDOXAL PHOS                  ,VIT B6: PYRIDOXAL PHOS                  ,,B,nmol/L,2012-03-02,369,14,2013-03-19,NULL,2012-02-23,NULL,NULL,T,491,1,384
TFT       ,(NINEWELLS DIABETES CLINIC ONLY),(Ninewells Diabetes Clinic Only),NULL,NULL,NULL,2012-03-02,NULL,1,2012-03-02,NULL,NULL,NULL,NULL,T,0,0,1
TRAN,NULL,NULL,NULL,NULL,g/L,NULL,3,NULL,2013-03-19,2013-03-19,2013-02-11,NULL,NULL,T,5.83,0.08,30456
TRAB,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,2013-03-19,2013-03-19,2013-02-08,NULL,NULL,T,517.7,0.9,1425
TRAN,Transferrin,Transferrin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,5.83,0.08,30456
TRAB,Thyroid Receptor Antibodies,Thyroid Receptor Antibodies,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,517.7,0.9,1425
TSAT,NULL,NULL,NULL,NULL,%,NULL,3,NULL,2013-03-19,2013-03-19,2013-02-11,NULL,NULL,T,800.4,0,30119
TRIG   *,TRIGLYCERIDES,TRIGLYCERIDE,NULL,NULL,NULL,2012-03-02,NULL,13398,2012-03-02,NULL,NULL,TRIG,1,T,87,0,13398
TSAT,Transferrin Saturation,Transferrin Saturation,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,800.4,0,30119
TRIGS,TRIGLYCERIDES,TRIGLYCERIDE,NULL,NULL,NULL,2012-03-02,NULL,123,2012-03-02,NULL,NULL,TRIG,1,T,15.58,0.47,123
TPT,NULL,NULL,NULL,NULL,NULL,2012-03-02,23022,NULL,2013-03-19,NULL,2012-03-01,NULL,NULL,T,10000,3,23039
TSO4 ,THIOSULPHATE                            ,THIOSULPHATE                            ,,U,mmol/mmol creat,2012-03-02,5,NULL,2012-03-07,NULL,2001-10-09,NULL,NULL,T,0.04,0.04,5
TRO,NULL,NULL,NULL,NULL,ug/L,NULL,1,NULL,2013-03-19,2013-03-19,2013-02-08,NULL,NULL,T,1107.65,0.001,90221
TRANS,TRANSFERRIN,TRANSFERRIN,NULL,NULL,NULL,2012-03-02,NULL,17912,2012-03-02,NULL,NULL,TRANSFERRIN,1,T,7.5,0,17912
TUBJ,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,2013-03-19,2013-03-19,2013-02-04,NULL,NULL,T,11.7,0,157
TRO,Troponin I,Troponin I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,1107.65,0.001,90221
TRF  ,TRANSFERRIN                             ,TRANSFERRIN                             ,44CB.,B,g/L,2012-03-02,232529,181,2013-03-19,NULL,2012-12-21,TRANSFERRIN,1,T,50,0,260443
TRAG ,TRANSFERRIN GLYCOFORMS                  ,TRANSFERRIN GLYCOFORMS                  ,4Q35.,B,,2012-03-02,84,NULL,2013-03-19,NULL,2012-10-22,TRANSFERRIN,1,T,NULL,NULL,84
TS,NULL,NULL,NULL,NULL,mU/L,NULL,108,NULL,2013-03-19,2013-03-19,2013-02-11,NULL,NULL,T,1500,0.04,803873
TRF,Serum transferrin,TRANSFERRIN,44CB.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,50,0,260443
TRIGLYC   ,(NINEWELLS DIABETES CLINIC ONLY),(Ninewells Diabetes Clinic Only),NULL,NULL,NULL,2012-03-02,NULL,8415,2012-03-02,NULL,NULL,TRIG,1,T,382,0,8415
TRH,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,2013-03-19,2013-03-19,2012-07-17,NULL,NULL,T,NULL,NULL,16
TRAG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,84
TRH TEST,TRH Test,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,5
TS,TSH,TSH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,1500,0.04,803873
TT        ,THROMBIN TIME (HAEMATOLOGY),THROMBIN TIME (HAEMATOLOGY),NULL,NULL,NULL,2012-03-02,NULL,1564,2012-03-02,NULL,NULL,NULL,NULL,T,60,0,1564
TT3       ,TOTAL T3                                ,TOTAL T3                                ,442f.,B,nmol/L,2012-03-02,61252,18353,2013-03-19,NULL,2012-02-29,TRIG,1,T,20,0,79517
TRIF ,FASTING TRIGLYCERIDES                   ,FASTING TRIGLYCERIDES                   ,44Q..,B,mmol/L,2012-03-02,116,NULL,2012-03-07,NULL,1998-12-16,TRIG,1,T,10.76,0.53,115
TRANSFERRIN,Transferrin,Transferrin,44CB.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,5.83,0.08,7162
TUCL,Chloride (timed urine),Chloride (timed urine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,36.5,15,6
TRH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,16
TROP_T,NULL,NULL,NULL,NULL,NULL,2012-03-02,NULL,445,2012-03-02,NULL,NULL,TROPONIN,1,T,10.33,0,445
TRIGLYCERIDE,Triglyceride,Triglyceride,44Q..,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,52.8,0.1,101205
TROP,NULL,NULL,NULL,NULL,NULL,2012-03-02,NULL,105,2012-03-02,NULL,NULL,TROPONIN,1,T,2,0.1,105
TRPT ,TROPONIN T                              ,TROPONIN T                              ,44MC.,B,ug/L,2012-03-02,95609,14,2013-03-19,NULL,2012-03-12,TROPONIN,1,T,163.8,0,95155
TRYP ,TRYPTIC ACTIVITY                        ,TRYPTIC ACTIVITY                        ,44CK.,FA,,2012-03-02,2,1,2012-03-07,NULL,2002-06-12,NULL,NULL,T,0,0,3
TSE,SELENIUM                                ,SELENIUM                                ,44LC.,B,umol/L,2012-03-02,494,21,2013-03-19,NULL,2012-12-03,SELENIUM,1,T,111,0,561
TSE,Serum selenium level,SELENIUM,44LC.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,111,0,561
TSH  ,TSH                                     ,TSH                                     ,442W.,B,mU/L,2012-03-02,1502266,379480,2013-03-19,NULL,2012-12-21,TSH,1,T,1067.6,0,2340350
TUCC,Calcium (timed urine),Calcium (timed urine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,36.5,0.1,202
TSH,TSH,TSH,442W.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,1067.6,0,2340350
TUCT,Cortisol (timed urine),Cortisol (timed urine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,922,19,53
TUHC,5-HIAA (timed urine),5-HIAA (timed urine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,4573.8,2,768
TRANSFERRIN SATURATION,Transferrin Saturation,Transferrin Saturation,42d1.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,955.2,0,7021
TRFI,NULL,NULL,NULL,NULL,NULL,2012-03-02,4,NULL,2012-03-07,NULL,2001-05-01,NULL,3,T,3.17,2.17,4
TROPONIN I,Troponin I,Troponin I,44MG.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,1964.87,0.02,37206
TROPT,TROPONIN T,TROPONIN T,NULL,NULL,NULL,2012-03-02,NULL,787,2012-03-02,NULL,NULL,TROPONIN,1,T,24.78,0.01,787
TUUM,Uric acid (timed urine),Uric acid (timed urine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,11.76,0.35,88
TUAC,Albumin (timed urine),Albumin (timed urine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ALBUMIN,NULL,F,56441,0,660
TV        ,NULL,NULL,NULL,NULL,NULL,2012-03-02,NULL,6,2012-03-02,NULL,NULL,NULL,NULL,T,0,0,6
TVITA,VITAMIN  A,VITAMIN  A,NULL,NULL,NULL,2012-03-02,NULL,5,2012-03-02,NULL,NULL,NULL,NULL,T,2,0,5
TUMC,Magnesium (timed urine),Magnesium (timed urine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,6.8,0,31
TUPH,TOXICOLOGY URINE pH,NULL,,U,,2012-03-02,486,NULL,2012-03-07,NULL,2010-04-22,TOXICOLOGY,1,T,11,2,486
TVITC,VITAMIN  C,VITAMIN  C,NULL,NULL,NULL,2012-03-02,NULL,5,2012-03-02,NULL,NULL,NULL,NULL,T,0,0,5
TVITE,VITAMIN   E,VITAMIN   E,NULL,NULL,NULL,2012-03-02,NULL,5,2012-03-02,NULL,NULL,NULL,NULL,T,28,0,5
TYPE ,FLUID TYPE                              ,FLUID TYPE                              ,,F,,2012-03-02,16069,NULL,2013-03-19,NULL,2012-12-20,NULL,NULL,T,108450,2.4,17544
TYPE,FLUID TYPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,108450,2.4,17544
TYRO ,TYROSINE                                ,TYROSINE                                ,44SQ.,B,umol/L,2012-03-02,870,NULL,2013-03-19,NULL,2012-12-18,NULL,NULL,T,680,12,1038
TYRO,Serum tyrosine level,TYROSINE,44SQ.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,680,12,1038
TZN  ,PLASMA ZINC                             ,PLASMA ZINC                             ,44LK.,B,umol/L,2012-03-02,484,25,2013-03-19,NULL,2012-12-03,ZINC,1,T,385,0,551
TZN,Plasma zinc level,PLASMA ZINC,44LK.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,385,0,551
UA,NULL,NULL,NULL,NULL,mmol/L,NULL,1,NULL,2013-03-19,2013-03-19,2013-02-08,NULL,NULL,T,1.662,0.084,68574
UA,Uric acid,Uric acid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,1.662,0.084,68574
UA-U,URINE MMOL/L (CODE 223),URINE mmol/L (CODE 223),NULL,U,NULL,2012-03-02,NULL,5,2012-03-02,NULL,NULL,NULL,NULL,T,1.86,0,5
UA-U24,URINE MMOL/D (CODE 225) = [223]*([220]/1000) -VARIES WITH DIET,URINE mmol/d (CODE 225) = [223]*([220]/1000) -varies with diet,NULL,U,NULL,2012-03-02,NULL,2,2012-03-02,NULL,NULL,NULL,NULL,T,3.42,0,2
UAA  ,URINE AMINO ACIDS                       ,URINE AMINO ACIDS                       ,46T6.,U,,2012-03-02,2466,1,2013-03-19,NULL,2012-12-18,AMINO ACIDS,1,T,123456789,123456789,3133
UALB,URINE ALBUMIN,URINE ALBUMIN,NULL,U,NULL,2012-03-02,428,1450,2012-03-07,NULL,2010-03-23,ALBUMIN,1,T,5378,0,1878
